Time         X         Y        Az
  12.807-117.201 -94.499 101.388
  12.823-117.290 -93.202  93.939
  12.840-117.211 -91.905  86.491
  12.853-116.963 -90.629  79.042
  12.870-116.553 -89.395  71.594
  12.884-115.986 -88.225  64.145
  12.900-115.272 -87.139  56.697
  12.915-114.424 -86.154  49.248
  12.931-113.454 -85.287  41.800
  12.947-112.381 -84.554  34.352
  12.961-111.222 -83.966  26.903
  12.977-109.996 -83.533  19.455
  12.993-108.725 -83.262  12.006
  13.007-107.429 -83.159   4.558
  13.023-106.130 -83.225 357.109
  13.039-104.851 -83.458 349.661
  13.054-103.614 -83.855 342.212
  13.069-102.438 -84.409 334.764
  13.084-101.344 -85.111 327.315
  13.102-100.350 -85.949 319.867
  13.120 -99.473 -86.909 312.419
  13.131 -98.728 -87.974 304.970
  13.148 -98.127 -89.127 297.522
  13.162 -97.681 -90.348 290.073
  13.179 -97.397 -91.617 282.625
  13.193 -97.279 -92.911 275.176
  13.209 -97.331 -94.210 267.728
  13.225 -97.550 -95.492 260.279
  13.241 -97.934 -96.734 252.831
  13.256 -98.476 -97.916 245.383
  13.271 -99.166 -99.017 237.934
  13.286 -99.993-100.020 230.486
  13.305-100.943-100.907 223.037
  13.321-102.000-101.664 215.589
  13.334-103.147-102.277 208.140
  13.349-104.363-102.736 200.692
  13.364-105.628-103.034 193.243
  13.379-106.922-103.165 185.795
  13.394-108.221-103.128 178.346
  13.411-109.505-102.922 170.898
  13.426-110.751-102.552 163.450
  13.442-111.938-102.023 156.001
  13.456-113.047-101.345 148.553
  13.472-114.059-100.529 141.104
  13.487-114.957 -99.588 133.656
  13.502-115.725 -98.539 126.207
  13.517-116.350 -97.400 118.759
  13.534-116.822 -96.188 111.310
  13.547-117.134 -94.926 103.862
  13.563-117.279 -93.634  96.413
  13.579-117.256 -92.335  88.965
  13.594-117.064 -91.049  81.517
  13.608-116.707 -89.799  74.068
  13.625-116.191 -88.606  66.620
  13.639-115.525 -87.489  59.171
  13.654-114.720 -86.469  51.723
  13.671-113.789 -85.561  44.274
  13.686-112.748 -84.782  36.826
  13.702-111.615 -84.144  29.377
  13.718-110.409 -83.659  21.929
  13.734-109.151 -83.334  14.481
  13.749-107.861 -83.175   7.032
  13.765-106.561 -83.184 359.584
  13.780-105.273 -83.362 352.135
  13.796-104.019 -83.705 344.687
  13.812-102.820 -84.208 337.238
  13.828-101.697 -84.862 329.790
  13.843-100.668 -85.657 322.341
  13.857 -99.750 -86.578 314.893
  13.873 -98.960 -87.610 307.444
  13.890 -98.310 -88.736 299.996
  13.905 -97.811 -89.936 292.548
  13.920 -97.473 -91.191 285.099
  13.936 -97.300 -92.480 277.651
  13.954 -97.295 -93.780 270.202
  13.967 -97.459 -95.069 262.754
  13.983 -97.789 -96.327 255.305
  13.999 -98.279 -97.531 247.857
  14.016 -98.921 -98.661 240.408
  14.030 -99.704 -99.699 232.960
  14.045-100.615-100.626 225.511
  14.062-101.638-101.428 218.063
  14.077-102.757-102.090 210.615
  14.092-103.952-102.601 203.166
  14.107-105.204-102.954 195.718
  14.124-106.490-103.141 188.269
  14.140-107.790-103.159 180.821
  14.157-109.081-103.009 173.372
  14.169-110.342-102.693 165.924
  14.184-111.552-102.216 158.475
  14.201-112.689-101.586 151.027
  14.216-113.735-100.814 143.579
  14.232-114.672 -99.913 136.130
  14.247-115.485 -98.899 128.682
  14.261-116.159 -97.787 121.233
  14.277-116.683 -96.597 113.785
  14.292-117.049 -95.350 106.336
  14.307-117.250 -94.066  98.888
  14.323-117.282 -92.766  91.439
  14.339-117.146 -91.473  83.991
  14.355-116.844 -90.209  76.542
  14.371-116.380 -88.994  69.094
  14.386-115.762 -87.850  61.646
  14.402-115.002 -86.796  54.197
  14.418-114.111 -85.849  46.749
  14.433-113.105 -85.026  39.300
  14.448-112.001 -84.340  31.852
  14.464-110.817 -83.803  24.403
  14.480-109.573 -83.424  16.955
  14.495-108.291 -83.209   9.506
  14.510-106.992 -83.162   2.058
  14.526-105.698 -83.284 354.610
  14.549-104.430 -83.573 347.161
  14.619-103.211 -84.024 339.713
  14.634-102.060 -84.629 332.264
  14.650-100.998 -85.378 324.816
  14.665-100.041 -86.258 317.367
  14.680 -99.207 -87.255 309.919
  14.696 -98.509 -88.352 302.470
  14.713 -97.959 -89.530 295.022
  14.728 -97.567 -90.770 287.573
  14.744 -97.338 -92.049 280.125
  14.762 -97.278 -93.348 272.677
  14.775 -97.386 -94.643 265.228
  14.791 -97.661 -95.914 257.780
  14.806 -98.099 -97.138 250.331
  14.822 -98.691 -98.295 242.883
  14.838 -99.429 -99.366 235.434
  14.854-100.299-100.332 227.992
  14.869-101.036-101.402 235.440
  14.885-101.629-102.559 242.889
  14.900-102.066-103.784 250.337
  14.916-102.341-105.054 257.786
  14.931-102.449-106.350 265.234
  14.946-102.388-107.648 272.683
  14.962-102.160-108.928 280.131
  14.983-101.767-110.167 287.580
  14.994-101.217-111.345 295.028
  15.010-100.519-112.442 302.476
  15.026 -99.685-113.439 309.925
  15.042 -98.728-114.319 317.373
  15.057 -97.666-115.068 324.822
  15.072 -96.515-115.673 332.270
  15.087 -95.295-116.124 339.719
  15.102 -94.028-116.412 347.167
  15.118 -92.734-116.534 354.616
  15.134 -91.434-116.488   2.064
  15.150 -90.152-116.273   9.513
  15.164 -88.909-115.894  16.961
  15.180 -87.725-115.356  24.409
  15.198 -86.621-114.670  31.858
  15.223 -85.615-113.847  39.306
  15.274 -84.724-112.900  46.755
  15.289 -83.964-111.845  54.203
  15.307 -83.347-110.701  61.652
  15.320 -82.883-109.487  69.100
  15.336 -82.581-108.222  76.549
  15.353 -82.445-106.930  83.997
  15.381 -82.477-105.630  91.446
  15.397 -82.678-104.346  98.894
  15.416 -83.044-103.098 106.342
  15.428 -83.569-101.909 113.791
  15.444 -84.243-100.797 121.239
  15.460 -85.055 -99.782 128.688
  15.476 -85.993 -98.881 136.136
  15.491 -87.039 -98.110 143.585
  15.506 -88.176 -97.480 151.033
  15.522 -89.386 -97.003 158.482
  15.537 -90.647 -96.687 165.930
  15.553 -91.938 -96.537 173.378
  15.569 -93.238 -96.556 180.827
  15.585 -94.524 -96.743 188.275
  15.600 -95.776 -97.096 195.724
  15.616 -96.971 -97.607 203.172
  15.631 -98.089 -98.269 210.621
  15.647 -99.113 -99.071 218.069
  15.663-100.024 -99.998 225.518
  15.678-100.807-101.036 232.966
  15.694-101.449-102.167 240.415
  15.709-101.938-103.371 247.863
  15.725-102.268-104.628 255.311
  15.741-102.432-105.918 262.760
  15.756-102.427-107.218 270.208
  15.773-102.254-108.506 277.657
  15.788-101.915-109.761 285.105
  15.803-101.417-110.962 292.554
  15.818-100.767-112.088 300.002
  15.833 -99.976-113.120 307.451
  15.849 -99.058-114.041 314.899
  15.865 -98.029-114.835 322.347
  15.880 -96.906-115.489 329.796
  15.896 -95.707-115.992 337.244
  15.912 -94.453-116.335 344.693
  15.928 -93.165-116.513 352.141
  15.944 -91.865-116.522 359.590
  15.959 -90.575-116.363   7.038
  15.974 -89.316-116.037  14.487
  15.989 -88.110-115.552  21.935
  16.005 -86.978-114.914  29.384
  16.021 -85.937-114.135  36.832
  16.036 -85.006-113.227  44.280
  16.052 -84.201-112.206  51.729
  16.067 -83.535-111.090  59.177
  16.083 -83.019-109.897  66.626
  16.098 -82.663-108.647  74.074
  16.115 -82.471-107.361  81.523
  16.130 -82.448-106.061  88.971
  16.145 -82.593-104.769  96.420
  16.159 -82.905-103.507 103.868
  16.175 -83.377-102.296 111.317
  16.190 -84.003-101.156 118.765
  16.207 -84.771-100.108 126.213
  16.221 -85.668 -99.167 133.662
  16.237 -86.680 -98.351 141.110
  16.253 -87.789 -97.673 148.559
  16.268 -88.977 -97.144 156.007
  16.283 -90.223 -96.774 163.456
  16.299 -91.507 -96.569 170.904
  16.315 -92.806 -96.531 178.353
  16.329 -94.100 -96.663 185.801
  16.345 -95.365 -96.961 193.249
  16.360 -96.581 -97.420 200.698
  16.378 -97.727 -98.033 208.146
  16.392 -98.785 -98.790 215.595
  16.407 -99.735 -99.677 223.043
  16.423-100.562-100.680 230.492
  16.438-101.252-101.782 237.940
  16.454-101.793-102.964 245.389
  16.468-102.177-104.206 252.837
  16.484-102.396-105.487 260.286
  16.499-102.448-106.786 267.734
  16.515-102.330-108.081 275.182
  16.531-102.046-109.350 282.631
  16.546-101.599-110.570 290.079
  16.569-100.999-111.723 297.528
  16.594-100.253-112.789 304.976
  16.616 -99.376-113.748 312.425
  16.641 -98.382-114.586 319.873
  16.656 -97.288-115.288 327.322
  16.673 -96.112-115.842 334.770
  16.687 -94.874-116.239 342.219
  16.702 -93.595-116.472 349.667
  16.717 -92.297-116.538 357.115
  16.732 -91.001-116.434   4.564
  16.748 -89.730-116.164  12.012
  16.763 -88.504-115.730  19.461
  16.778 -87.345-115.142  26.909
  16.794 -86.271-114.408  34.358
  16.810 -85.302-113.542  41.806
  16.825 -84.454-112.557  49.255
  16.840 -83.740-111.470  56.703
  16.856 -83.173-110.300  64.151
  16.871 -82.763-109.067  71.600
  16.885 -82.516-107.791  79.048
  16.901 -82.437-106.493  86.497
  16.918 -82.526-105.196  93.945
  16.932 -82.783-103.922 101.394
  16.948 -83.203-102.691 108.842
  16.964 -83.779-101.526 116.291
  16.979 -84.501-100.445 123.739
  16.996 -85.357 -99.466 131.188
  17.010 -86.332 -98.607 138.636
  17.026 -87.411 -97.882 146.084
  17.040 -88.575 -97.303 153.533
  17.056 -89.804 -96.879 160.981
  17.071 -91.078 -96.618 168.430
  17.086 -92.374 -96.525 175.878
  17.102 -93.672 -96.600 183.327
  17.119 -94.949 -96.843 190.775
  17.134 -96.184 -97.250 198.224
  17.149 -97.356 -97.813 205.672
  17.164 -98.444 -98.523 213.121
  17.180 -99.432 -99.369 220.569
  17.196-100.302-100.335 228.011
  17.211-101.289-101.180 220.563
  17.228-102.378-101.891 213.114
  17.243-103.550-102.454 205.666
  17.265-104.785-102.860 198.218
  17.291-106.062-103.103 190.769
  17.306-107.360-103.178 183.321
  17.321-108.656-103.085 175.872
  17.336-109.930-102.824 168.424
  17.351-111.159-102.400 160.975
  17.366-112.322-101.821 153.527
  17.382-113.401-101.095 146.078
  17.398-114.377-100.236 138.630
  17.412-115.233 -99.258 131.182
  17.428-115.955 -98.176 123.733
  17.443-116.530 -97.011 116.285
  17.457-116.950 -95.780 108.836
  17.473-117.207 -94.506 101.388
  17.489-117.296 -93.209  93.939
  17.505-117.216 -91.912  86.491
  17.521-116.969 -90.635  79.042
  17.536-116.559 -89.402  71.594
  17.552-115.992 -88.232  64.145
  17.567-115.278 -87.145  56.697
  17.583-114.430 -86.161  49.249
  17.597-113.460 -85.294  41.800
  17.612-112.387 -84.561  34.352
  17.629-111.228 -83.972  26.903
  17.644-110.002 -83.539  19.455
  17.659-108.731 -83.269  12.006
  17.675-107.435 -83.166   4.558
  17.690-106.136 -83.231 357.109
  17.706-104.857 -83.464 349.661
  17.723-103.620 -83.862 342.212
  17.739-102.444 -84.416 334.764
  17.754-101.349 -85.118 327.316
  17.770-100.356 -85.956 319.867
  17.787 -99.479 -86.915 312.419
  17.802 -98.734 -87.981 304.970
  17.817 -98.133 -89.134 297.522
  17.832 -97.687 -90.355 290.073
  17.847 -97.403 -91.623 282.625
  17.863 -97.285 -92.918 275.176
  17.878 -97.337 -94.217 267.728
  17.893 -97.556 -95.498 260.280
  17.909 -97.940 -96.740 252.831
  17.924 -98.482 -97.922 245.383
  17.939 -99.172 -99.024 237.934
  17.955 -99.999-100.027 230.486
  17.970-100.949-100.914 223.037
  17.986-102.006-101.671 215.589
  18.002-103.153-102.284 208.140
  18.018-104.369-102.743 200.692
  18.034-105.634-103.041 193.243
  18.051-106.927-103.172 185.795
  18.066-108.227-103.135 178.347
  18.081-109.511-102.929 170.898
  18.097-110.757-102.559 163.450
  18.112-111.944-102.030 156.001
  18.127-113.053-101.352 148.553
  18.143-114.065-100.535 141.104
  18.158-114.963 -99.595 133.656
  18.173-115.730 -98.546 126.207
  18.189-116.356 -97.406 118.759
  18.205-116.828 -96.195 111.310
  18.220-117.140 -94.933 103.862
  18.235-117.285 -93.641  96.414
  18.251-117.262 -92.341  88.965
  18.265-117.070 -91.056  81.517
  18.281-116.713 -89.805  74.068
  18.300-116.197 -88.612  66.620
  18.310-115.531 -87.496  59.171
  18.325-114.726 -86.475  51.723
  18.342-113.795 -85.568  44.274
  18.358-112.754 -84.789  36.826
  18.374-111.621 -84.151  29.378
  18.390-110.415 -83.665  21.929
  18.406-109.157 -83.340  14.481
  18.420-107.866 -83.181   7.032
  18.436-106.567 -83.191 359.584
  18.452-105.279 -83.369 352.135
  18.466-104.025 -83.712 344.687
  18.483-102.826 -84.215 337.238
  18.497-101.703 -84.869 329.790
  18.512-100.674 -85.663 322.341
  18.530 -99.756 -86.584 314.893
  18.543 -98.966 -87.616 307.445
  18.559 -98.316 -88.742 299.996
  18.576 -97.817 -89.943 292.548
  18.591 -97.479 -91.198 285.099
  18.607 -97.306 -92.486 277.651
  18.624 -97.301 -93.786 270.202
  18.638 -97.465 -95.076 262.754
  18.654 -97.795 -96.333 255.305
  18.668 -98.285 -97.538 247.857
  18.684 -98.927 -98.668 240.408
  18.700 -99.710 -99.706 232.960
  18.716-100.621-100.633 225.512
  18.729-101.644-101.435 218.063
  18.747-102.763-102.097 210.615
  18.761-103.958-102.608 203.166
  18.777-105.210-102.960 195.718
  18.795-106.496-103.147 188.269
  18.811-107.796-103.166 180.821
  18.823-109.087-103.016 173.372
  18.839-110.348-102.700 165.924
  18.853-111.558-102.223 158.476
  18.869-112.695-101.593 151.027
  18.884-113.741-100.821 143.579
  18.900-114.678 -99.920 136.130
  18.932-115.491 -98.905 128.682
  18.960-116.165 -97.794 121.233
  18.976-116.689 -96.604 113.785
  18.992-117.055 -95.357 106.336
  19.007-117.255 -94.072  98.888
  19.022-117.288 -92.773  91.439
  19.038-117.152 -91.480  83.991
  19.052-116.850 -90.215  76.543
  19.068-116.386 -89.001  69.094
  19.083-115.768 -87.857  61.646
  19.099-115.008 -86.803  54.197
  19.114-114.117 -85.856  46.749
  19.130-113.111 -85.032  39.300
  19.145-112.007 -84.346  31.852
  19.160-110.823 -83.809  24.403
  19.175-109.579 -83.430  16.955
  19.190-108.297 -83.215   9.507
  19.206-106.998 -83.169   2.058
  19.221-105.704 -83.291 354.610
  19.237-104.436 -83.580 347.161
  19.254-103.217 -84.030 339.713
  19.267-102.066 -84.635 332.264
  19.283-101.004 -85.385 324.816
  19.300-100.047 -86.265 317.367
  19.314 -99.213 -87.262 309.919
  19.330 -98.515 -88.359 302.470
  19.346 -97.965 -89.537 295.022
  19.360 -97.573 -90.776 287.574
  19.376 -97.344 -92.056 280.125
  19.391 -97.284 -93.355 272.677
  19.406 -97.392 -94.650 265.228
  19.422 -97.667 -95.921 257.780
  19.437 -98.105 -97.145 250.331
  19.452 -98.697 -98.302 242.883
  19.468 -99.435 -99.372 235.434
  19.484-100.305-100.338 227.992
  19.498-101.042-101.409 235.440
  19.514-101.635-102.566 242.889
  19.529-102.072-103.790 250.337
  19.545-102.347-105.061 257.786
  19.566-102.455-106.356 265.234
  19.608-102.394-107.655 272.683
  19.622-102.166-108.935 280.131
  19.638-101.773-110.174 287.579
  19.652-101.223-111.352 295.028
  19.667-100.525-112.449 302.476
  19.682 -99.691-113.445 309.925
  19.699 -98.734-114.326 317.373
  19.714 -97.671-115.075 324.822
  19.729 -96.521-115.680 332.270
  19.745 -95.301-116.130 339.719
  19.759 -94.034-116.419 347.167
  19.775 -92.740-116.541 354.616
  19.790 -91.440-116.494   2.064
  19.807 -90.158-116.279   9.512
  19.821 -88.915-115.900  16.961
  19.836 -87.731-115.363  24.409
  19.852 -86.627-114.677  31.858
  19.868 -85.621-113.853  39.306
  19.883 -84.730-112.906  46.755
  19.899 -83.970-111.852  54.203
  19.915 -83.353-110.708  61.652
  19.929 -82.889-109.493  69.100
  19.946 -82.586-108.229  76.548
  19.961 -82.451-106.936  83.997
  19.977 -82.483-105.637  91.445
  19.993 -82.684-104.352  98.894
  20.009 -83.050-103.105 106.342
  20.024 -83.574-101.915 113.791
  20.040 -84.249-100.804 121.239
  20.055 -85.061 -99.789 128.688
  20.071 -85.999 -98.888 136.136
  20.087 -87.045 -98.116 143.585
  20.102 -88.182 -97.487 151.033
  20.118 -89.391 -97.010 158.481
  20.134 -90.652 -96.694 165.930
  20.151 -91.944 -96.544 173.378
  20.166 -93.244 -96.563 180.827
  20.181 -94.530 -96.750 188.275
  20.198 -95.781 -97.102 195.724
  20.213 -96.977 -97.614 203.172
  20.229 -98.095 -98.276 210.621
  20.246 -99.119 -99.077 218.069
  20.259-100.030-100.005 225.518
  20.275-100.813-101.043 232.966
  20.290-101.455-102.173 240.414
  20.307-101.944-103.377 247.863
  20.322-102.274-104.635 255.311
  20.337-102.438-105.925 262.760
  20.352-102.433-107.225 270.208
  20.367-102.260-108.513 277.657
  20.397-101.921-109.768 285.105
  20.412-101.423-110.969 292.554
  20.428-100.773-112.094 300.002
  20.442 -99.982-113.126 307.450
  20.459 -99.064-114.047 314.899
  20.474 -98.035-114.841 322.347
  20.490 -96.912-115.495 329.796
  20.506 -95.713-115.998 337.244
  20.522 -94.459-116.341 344.693
  20.537 -93.171-116.519 352.141
  20.553 -91.871-116.529 359.590
  20.570 -90.581-116.369   7.038
  20.588 -89.322-116.044  14.487
  20.617 -88.116-115.558  21.935
  20.631 -86.984-114.921  29.383
  20.646 -85.943-114.141  36.832
  20.650 -85.012-113.234  44.280
  20.661 -84.207-112.213  51.729
  20.677 -83.541-111.097  59.177
  20.693 -83.025-109.903  66.626
  20.708 -82.669-108.653  74.074
  20.723 -82.477-107.367  81.523
  20.738 -82.454-106.068  88.971
  20.755 -82.599-104.776  96.420
  20.802 -82.911-103.514 103.868
  20.815 -83.383-102.303 111.316
  20.831 -84.009-101.163 118.765
  20.846 -84.777-100.114 126.213
  20.861 -85.674 -99.174 133.662
  20.877 -86.686 -98.358 141.110
  20.892 -87.795 -97.679 148.559
  20.908 -88.983 -97.151 156.007
  20.923 -90.229 -96.781 163.456
  20.939 -91.513 -96.575 170.904
  20.954 -92.812 -96.538 178.352
  20.970 -94.106 -96.669 185.801
  20.985 -95.371 -96.967 193.249
  21.001 -96.587 -97.427 200.698
  21.016 -97.733 -98.040 208.146
  21.031 -98.790 -98.796 215.595
  21.048 -99.741 -99.684 223.043
  21.063-100.568-100.687 230.492
  21.079-101.258-101.789 237.940
  21.095-101.799-102.970 245.389
  21.111-102.183-104.213 252.837
  21.126-102.402-105.494 260.285
  21.142-102.453-106.793 267.734
  21.158-102.336-108.088 275.182
  21.172-102.052-109.356 282.631
  21.187-101.605-110.577 290.079
  21.203-101.005-111.730 297.528
  21.220-100.259-112.795 304.976
  21.235 -99.382-113.755 312.425
  21.250 -98.388-114.593 319.873
  21.266 -97.294-115.294 327.322
  21.281 -96.118-115.849 334.770
  21.297 -94.880-116.246 342.218
  21.313 -93.601-116.479 349.667
  21.328 -92.303-116.544 357.115
  21.344 -91.007-116.441   4.564
  21.359 -89.736-116.170  12.012
  21.374 -88.510-115.737  19.461
  21.389 -87.351-115.149  26.909
  21.406 -86.277-114.415  34.358
  21.421 -85.308-113.548  41.806
  21.436 -84.460-112.564  49.254
  21.451 -83.746-111.477  56.703
  21.468 -83.179-110.307  64.151
  21.483 -82.769-109.074  71.600
  21.499 -82.522-107.797  79.048
  21.515 -82.443-106.500  86.497
  21.530 -82.532-105.203  93.945
  21.546 -82.789-103.928 101.394
  21.566 -83.209-102.698 108.842
  21.576 -83.785-101.532 116.291
  21.591 -84.507-100.451 123.739
  21.606 -85.363 -99.473 131.187
  21.622 -86.338 -98.614 138.636
  21.637 -87.417 -97.889 146.084
  21.652 -88.581 -97.309 153.533
  21.668 -89.810 -96.886 160.981
  21.683 -91.084 -96.625 168.430
  21.698 -92.380 -96.531 175.878
  21.714 -93.678 -96.607 183.327
  21.730 -94.955 -96.850 190.775
  21.746 -96.190 -97.256 198.223
  21.761 -97.362 -97.820 205.672
  21.776 -98.450 -98.530 213.120
  21.791 -99.438 -99.375 220.569
  21.807-100.308-100.342 228.011
  21.822-101.045-101.413 235.460
  21.837-101.637-102.570 242.908
  21.853-102.074-103.794 250.357
  21.868-102.348-105.065 257.805
  21.884-102.456-106.360 265.254
  21.900-102.395-107.659 272.702
  21.916-102.165-108.939 280.151
  21.932-101.772-110.178 287.599
  21.947-101.222-111.356 295.048
  21.963-100.524-112.452 302.496
  21.978 -99.689-113.449 309.944
  21.994 -98.732-114.329 317.393
  22.010 -97.669-115.077 324.841
  22.025 -96.518-115.682 332.290
  22.041 -95.299-116.132 339.738
  22.058 -94.031-116.420 347.187
  22.071 -92.737-116.542 354.635
  22.086 -91.438-116.495   2.084
  22.101 -90.156-116.279   9.532
  22.117 -88.912-115.900  16.981
  22.133 -87.729-115.362  24.429
  22.150 -86.625-114.676  31.877
  22.165 -85.619-113.852  39.326
  22.181 -84.729-112.904  46.774
  22.197 -83.969-111.850  54.223
  22.213 -83.352-110.705  61.671
  22.229 -82.889-109.491  69.120
  22.244 -82.587-108.226  76.568
  22.259 -82.451-106.933  84.017
  22.278 -82.484-105.634  91.465
  22.290 -82.686-104.350  98.913
  22.305 -83.052-103.102 106.362
  22.336 -83.577-101.913 113.810
  22.352 -84.251-100.802 121.259
  22.367 -85.064 -99.787 128.707
  22.382 -86.002 -98.887 136.156
  22.397 -87.048 -98.115 143.604
  22.412 -88.186 -97.486 151.053
  22.427 -89.395 -97.010 158.501
  22.443 -90.657 -96.694 165.950
  22.458 -91.948 -96.545 173.398
  22.474 -93.248 -96.564 180.846
  22.490 -94.534 -96.751 188.295
  22.506 -95.785 -97.104 195.743
  22.522 -96.980 -97.616 203.192
  22.538 -98.099 -98.278 210.640
  22.554 -99.122 -99.080 218.089
  22.570-100.033-100.008 225.537
  22.590-100.815-101.046 232.986
  22.603-101.457-102.177 240.434
  22.618-101.946-103.381 247.882
  22.634-102.275-104.639 255.331
  22.652-102.439-105.929 262.779
  22.666-102.434-107.229 270.228
  22.681-102.260-108.517 277.676
  22.695-101.921-109.772 285.125
  22.711-101.422-110.972 292.573
  22.726-100.771-112.098 300.022
  22.743 -99.980-113.130 307.470
  22.758 -99.063-114.050 314.919
  22.772 -98.033-114.844 322.367
  22.787 -96.909-115.498 329.815
  22.804 -95.710-116.000 337.264
  22.818 -94.456-116.343 344.712
  22.835 -93.168-116.520 352.161
  22.850 -91.868-116.529 359.609
  22.866 -90.578-116.369   7.058
  22.881 -89.320-116.044  14.506
  22.898 -88.114-115.558  21.955
  22.913 -86.982-114.919  29.403
  22.930 -85.941-114.140  36.852
  22.945 -85.011-113.232  44.300
  22.961 -84.206-112.211  51.748
  22.978 -83.540-111.094  59.197
  22.994 -83.025-109.901  66.645
  23.009 -82.669-108.651  74.094
  23.024 -82.477-107.365  81.542
  23.039 -82.455-106.065  88.991
  23.055 -82.600-104.773  96.439
  23.071 -82.912-103.511 103.888
  23.087 -83.385-102.300 111.336
  23.102 -84.011-101.161 118.784
  23.117 -84.780-100.112 126.233
  23.132 -85.678 -99.172 133.681
  23.147 -86.690 -98.356 141.130
  23.163 -87.799 -97.679 148.578
  23.178 -88.987 -97.150 156.027
  23.194 -90.233 -96.781 163.475
  23.208 -91.517 -96.576 170.924
  23.223 -92.816 -96.539 178.372
  23.241 -94.110 -96.670 185.821
  23.254 -95.375 -96.969 193.269
  23.271 -96.591 -97.429 200.717
  23.285 -97.737 -98.042 208.166
  23.308 -98.794 -98.799 215.614
  23.332 -99.744 -99.687 223.063
  23.347-100.570-100.690 230.511
  23.362-101.260-101.792 237.960
  23.377-101.801-102.974 245.408
  23.393-102.184-104.217 252.857
  23.410-102.403-105.498 260.305
  23.426-102.454-106.797 267.754
  23.441-102.336-108.092 275.202
  23.456-102.052-109.360 282.650
  23.471-101.605-110.581 290.099
  23.486-101.004-111.734 297.547
  23.501-100.258-112.799 304.996
  23.518 -99.381-113.758 312.444
  23.534 -98.386-114.595 319.893
  23.550 -97.292-115.297 327.341
  23.565 -96.116-115.851 334.790
  23.580 -94.878-116.247 342.238
  23.595 -93.599-116.480 349.686
  23.611 -92.300-116.545 357.135
  23.627 -91.004-116.441   4.583
  23.643 -89.733-116.170  12.032
  23.657 -88.507-115.736  19.480
  23.673 -87.348-115.148  26.929
  23.689 -86.275-114.414  34.377
  23.705 -85.307-113.547  41.826
  23.721 -84.459-112.562  49.274
  23.737 -83.745-111.475  56.723
  23.751 -83.179-110.305  64.171
  23.767 -82.769-109.071  71.619
  23.784 -82.522-107.795  79.068
  23.798 -82.443-106.497  86.516
  23.814 -82.533-105.200  93.965
  23.829 -82.791-103.926 101.413
  23.846 -83.211-102.696 108.862
  23.860 -83.787-101.530 116.310
  23.876 -84.509-100.449 123.759
  23.891 -85.366 -99.471 131.207
  23.906 -86.342 -98.613 138.656
  23.922 -87.421 -97.888 146.104
  23.939 -88.585 -97.309 153.552
  23.952 -89.814 -96.885 161.001
  23.968 -91.088 -96.625 168.449
  23.983 -92.384 -96.532 175.898
  23.998 -93.682 -96.608 183.346
  24.014 -94.959 -96.851 190.795
  24.029 -96.194 -97.258 198.243
  24.044 -97.365 -97.822 205.692
  24.059 -98.454 -98.533 213.140
  24.074 -99.441 -99.379 220.588
  24.089-100.310-100.345 228.031
  24.104-101.298-101.191 220.583
  24.120-102.386-101.901 213.134
  24.136-103.558-102.465 205.686
  24.151-104.793-102.872 198.237
  24.166-106.070-103.115 190.789
  24.183-107.367-103.191 183.340
  24.198-108.664-103.098 175.892
  24.214-109.938-102.837 168.444
  24.231-111.167-102.414 160.995
  24.246-112.331-101.835 153.547
  24.262-113.410-101.110 146.098
  24.278-114.386-100.251 138.650
  24.293-115.242 -99.273 131.201
  24.308-115.964 -98.192 123.753
  24.325-116.540 -97.026 116.304
  24.342-116.960 -95.796 108.856
  24.356-117.218 -94.522 101.408
  24.372-117.307 -93.225  93.959
  24.388-117.228 -91.927  86.511
  24.403-116.981 -90.651  79.062
  24.419-116.571 -89.417  71.614
  24.434-116.005 -88.247  64.165
  24.449-115.292 -87.161  56.717
  24.464-114.443 -86.175  49.268
  24.480-113.474 -85.309  41.820
  24.496-112.401 -84.575  34.371
  24.512-111.242 -83.986  26.923
  24.527-110.017 -83.553  19.475
  24.542-108.745 -83.282  12.026
  24.557-107.449 -83.178   4.578
  24.580-106.151 -83.243 357.129
  24.588-104.872 -83.476 349.681
  24.605-103.634 -83.873 342.232
  24.620-102.458 -84.427 334.784
  24.635-101.364 -85.128 327.335
  24.650-100.369 -85.966 319.887
  24.666 -99.492 -86.925 312.438
  24.681 -98.747 -87.990 304.990
  24.696 -98.146 -89.143 297.542
  24.712 -97.699 -90.364 290.093
  24.728 -97.414 -91.632 282.645
  24.744 -97.297 -92.927 275.196
  24.761 -97.348 -94.226 267.748
  24.776 -97.567 -95.507 260.299
  24.791 -97.950 -96.750 252.851
  24.794 -98.491 -97.932 245.402
  24.807 -99.181 -99.033 237.954
  24.823-100.008-100.037 230.506
  24.837-100.958-100.924 223.057
  24.853-102.015-101.681 215.609
  24.867-103.161-102.295 208.160
  24.883-104.377-102.754 200.712
  24.899-105.642-103.053 193.263
  24.915-106.935-103.184 185.815
  24.931-108.235-103.147 178.366
  24.948-109.518-102.942 170.918
  24.962-110.765-102.572 163.469
  24.978-111.953-102.044 156.021
  24.993-113.062-101.366 148.573
  25.008-114.074-100.550 141.124
  25.023-114.972 -99.610 133.676
  25.038-115.740 -98.561 126.227
  25.054-116.366 -97.422 118.779
  25.069-116.839 -96.211 111.330
  25.084-117.151 -94.949 103.882
  25.100-117.296 -93.657  96.433
  25.115-117.273 -92.357  88.985
