Time         X         Y        Az
   2.971 100.834 118.194 149.308
   2.986  99.640 118.707 156.757
   3.002  98.389 119.061 164.205
   3.017  97.103 119.250 171.654
   3.032  95.803 119.270 179.102
   3.049  94.511 119.122 186.551
   3.064  93.250 118.807 193.999
   3.081  92.040 118.332 201.447
   3.095  90.902 117.704 208.896
   3.110  89.855 116.933 216.344
   3.125  88.916 116.033 223.793
   3.141  88.102 115.020 231.241
   3.164  87.427 113.909 238.690
   3.178  86.901 112.720 246.138
   3.202  86.534 111.473 253.587
   3.218  86.331 110.189 261.035
   3.233  86.297 108.890 268.483
   3.248  86.431 107.596 275.932
   3.264  86.732 106.332 283.380
   3.279  87.194 105.117 290.829
   3.294  87.810 103.972 298.277
   3.310  88.569 102.916 305.726
   3.326  89.458 101.968 313.174
   3.341  90.463 101.144 320.623
   3.356  91.567 100.456 328.071
   3.373  92.750  99.917 335.520
   3.389  93.993  99.537 342.968
   3.403  95.275  99.320 350.416
   3.419  96.574  99.272 357.865
   3.434  97.868  99.392   5.313
   3.449  99.136  99.679  12.762
   3.465 100.356 100.128  20.210
   3.481 101.507 100.732  27.659
   3.497 102.571 101.480  35.107
   3.513 103.529 102.359  42.556
   3.529 104.364 103.355  50.004
   3.544 105.063 104.451  57.453
   3.565 105.615 105.628  64.901
   3.575 106.009 106.867  72.349
   3.590 106.239 108.146  79.798
   3.605 106.302 109.445  87.246
   3.620 106.195 110.740  94.695
   3.636 105.922 112.011 102.143
   3.651 105.486 113.236 109.592
   3.667 104.895 114.394 117.040
   3.682 104.159 115.465 124.489
   3.698 103.290 116.432 131.937
   3.714 102.303 117.279 139.385
   3.728 101.215 117.990 146.834
   3.743 100.044 118.554 154.282
   3.759  98.809 118.961 161.731
   3.775  97.532 119.205 169.179
   3.790  96.235 119.282 176.628
   3.806  94.938 119.189 184.076
   3.821  93.664 118.930 191.525
   3.837  92.435 118.507 198.973
   3.853  91.271 117.929 206.422
   3.868  90.191 117.204 213.870
   3.884  89.215 116.346 221.318
   3.899  88.358 115.368 228.767
   3.913  87.635 114.288 236.215
   3.929  87.058 113.123 243.664
   3.945  86.638 111.893 251.112
   3.961  86.380 110.618 258.561
   3.977  86.289 109.322 266.009
   3.992  86.368 108.024 273.458
   4.007  86.614 106.747 280.906
   4.022  87.023 105.514 288.355
   4.037  87.589 104.343 295.803
   4.052  88.302 103.256 303.251
   4.067  89.149 102.270 310.700
   4.082  90.118 101.403 318.148
   4.098  91.190 100.669 325.597
   4.112  92.349 100.079 333.045
   4.128  93.574  99.645 340.494
   4.144  94.846  99.374 347.942
   4.160  96.142  99.269 355.391
   4.177  97.440  99.334   2.839
   4.192  98.719  99.566  10.287
   4.209  99.957  99.962  17.736
   4.222 101.134 100.515  25.184
   4.238 102.229 101.216  32.633
   4.254 103.223 102.053  40.081
   4.271 104.101 103.012  47.530
   4.284 104.847 104.077  54.978
   4.300 105.449 105.229  62.427
   4.316 105.896 106.449  69.875
   4.332 106.181 107.718  77.324
   4.348 106.300 109.012  84.772
   4.366 106.249 110.311  92.220
   4.379 106.031 111.593  99.669
   4.397 105.648 112.835 107.117
   4.425 105.108 114.018 114.566
   4.440 104.419 115.120 122.014
   4.457 103.593 116.124 129.463
   4.471 102.643 117.012 136.911
   4.487 101.587 117.769 144.360
   4.502 100.441 118.383 151.808
   4.517  99.225 118.844 159.256
   4.533  97.960 119.143 166.705
   4.549  96.667 119.275 174.153
   4.563  95.367 119.239 181.602
   4.579  94.083 119.034 189.050
   4.594  92.837 118.665 196.499
   4.610  91.649 118.138 203.947
   4.624  90.539 117.460 211.396
   4.641  89.527 116.645 218.844
   4.656  88.628 115.705 226.293
   4.671  87.860 114.657 233.741
   4.687  87.233 113.518 241.189
   4.702  86.760 112.307 248.638
   4.718  86.447 111.045 256.086
   4.734  86.301 109.754 263.535
   4.750  86.323 108.454 270.983
   4.765  86.514 107.168 278.432
   4.781  86.869 105.917 285.880
   4.797  87.384 104.724 293.329
   4.817  88.049 103.607 300.777
   4.828  88.854 102.586 308.226
   4.842  89.784 101.677 315.674
   4.858  90.824 100.897 323.122
   4.873  91.956 100.258 330.571
   4.888  93.161  99.772 338.019
   4.904  94.420  99.445 345.468
   4.919  95.710  99.285 352.916
   4.934  97.010  99.293   0.365
   4.950  98.298  99.470   7.813
   4.966  99.552  99.812  15.262
   4.981 100.751 100.314  22.710
   4.997 101.875 100.967  30.158
   5.012 102.905 101.761  37.607
   5.026 103.823 102.681  45.055
   5.042 104.615 103.712  52.504
   5.060 105.266 104.838  59.952
   5.073 105.765 106.038  67.401
   5.088 106.105 107.292  74.849
   5.104 106.279 108.581  82.298
   5.121 106.285 109.881  89.746
   5.136 106.122 111.171  97.195
   5.151 105.793 112.428 104.643
   5.166 105.305 113.633 112.091
   5.182 104.664 114.764 119.540
   5.198 103.881 115.802 126.988
   5.212 102.971 116.730 134.437
   5.230 101.948 117.533 141.885
   5.243 100.830 118.196 149.334
   5.259  99.636 118.708 156.782
   5.274  98.384 119.062 164.231
   5.291  97.098 119.250 171.679
   5.306  95.798 119.270 179.128
   5.320  94.507 119.121 186.576
   5.336  93.246 118.806 194.024
   5.352  92.036 118.330 201.473
   5.371  90.898 117.701 208.921
   5.383  89.851 116.930 216.370
   5.398  88.913 116.030 223.818
   5.414  88.100 115.016 231.267
   5.428  87.425 113.905 238.715
   5.445  86.899 112.716 246.164
   5.459  86.533 111.469 253.612
   5.475  86.331 110.185 261.060
   5.491  86.297 108.885 268.509
   5.508  86.432 107.592 275.957
   5.522  86.733 106.328 283.406
   5.537  87.196 105.113 290.854
   5.552  87.812 103.968 298.303
   5.569  88.572 102.913 305.751
   5.583  89.462 101.965 313.200
   5.599  90.467 101.141 320.648
   5.614  91.571 100.454 328.097
   5.630  92.754  99.916 335.545
   5.646  93.997  99.536 342.993
   5.661  95.279  99.320 350.442
   5.676  96.578  99.272 357.890
   5.690  97.873  99.393   5.339
   5.707  99.140  99.681  12.787
   5.721 100.360 100.130  20.236
   5.737 101.511 100.734  27.684
   5.755 102.574 101.482  35.133
   5.769 103.532 102.362  42.581
   5.784 104.367 103.358  50.030
   5.799 105.066 104.454  57.478
   5.816 105.617 105.632  64.926
   5.831 106.010 106.871  72.375
   5.846 106.240 108.150  79.823
   5.862 106.302 109.449  87.272
   5.879 106.195 110.745  94.720
   5.895 105.921 112.015 102.169
   5.953 105.484 113.240 109.617
   5.967 104.893 114.398 117.066
   5.984 104.156 115.469 124.514
   5.999 103.287 116.435 131.962
   6.014 102.300 117.281 139.411
   6.030 101.211 117.992 146.859
   6.044 100.040 118.555 154.308
   6.064  98.805 118.962 161.756
   6.075  97.528 119.206 169.205
   6.091  96.230 119.282 176.653
   6.106  94.934 119.189 184.102
   6.122  93.660 118.929 191.550
   6.138  92.431 118.505 198.999
   6.154  91.267 117.926 206.447
   6.170  90.188 117.201 213.895
   6.185  89.212 116.343 221.344
   6.200  88.355 115.365 228.792
   6.216  87.633 114.284 236.241
   6.232  87.057 113.119 243.689
   6.248  86.636 111.888 251.138
   6.263  86.379 110.614 258.586
   6.278  86.289 109.317 266.035
   6.294  86.368 108.020 273.483
   6.310  86.615 106.743 280.931
   6.326  87.025 105.509 288.380
   6.341  87.591 104.339 295.828
   6.356  88.304 103.252 303.277
   6.371  89.152 102.267 310.725
   6.387  90.121 101.400 318.174
   6.402  91.194 100.666 325.622
   6.418  92.353 100.078 333.071
   6.433  93.579  99.644 340.519
   6.448  94.850  99.373 347.968
   6.463  96.146  99.269 355.416
   6.479  97.444  99.334   2.864
   6.494  98.723  99.567  10.313
   6.509  99.961  99.963  17.761
   6.525 101.138 100.517  25.210
   6.541 102.232 101.219  32.658
   6.555 103.226 102.056  40.107
   6.590 104.104 103.015  47.555
   6.618 104.849 104.080  55.004
   6.632 105.451 105.233  62.452
   6.647 105.897 106.454  69.901
   6.662 106.182 107.722  77.349
   6.678 106.300 109.017  84.797
   6.694 106.249 110.316  92.246
   6.709 106.030 111.597  99.694
   6.724 105.647 112.840 107.143
   6.739 105.106 114.022 114.591
   6.754 104.416 115.124 122.040
   6.770 103.590 116.127 129.488
   6.784 102.640 117.015 136.937
   6.799 101.583 117.772 144.385
   6.815 100.437 118.385 151.833
   6.831  99.221 118.845 159.282
   6.847  97.956 119.144 166.730
   6.861  96.662 119.275 174.179
   6.878  95.363 119.238 181.627
   6.892  94.079 119.033 189.076
   6.907  92.833 118.664 196.524
   6.923  91.645 118.135 203.973
   6.938  90.536 117.458 211.421
   6.954  89.523 116.642 218.870
   6.970  88.626 115.702 226.318
   6.985  87.857 114.653 233.766
   7.000  87.231 113.514 241.215
   7.015  86.758 112.303 248.663
   7.031  86.446 111.041 256.112
   7.047  86.300 109.749 263.560
   7.065  86.323 108.449 271.009
   7.076  86.514 107.163 278.457
   7.092  86.871 105.913 285.906
   7.106  87.386 104.720 293.354
   7.122  88.052 103.603 300.803
   7.137  88.857 102.582 308.251
   7.153  89.787 101.674 315.699
   7.169  90.827 100.895 323.148
   7.184  91.960 100.256 330.596
   7.199  93.166  99.770 338.045
   7.215  94.424  99.445 345.493
   7.232  95.714  99.285 352.942
   7.247  97.014  99.294   0.390
   7.263  98.302  99.471   7.839
   7.280  99.556  99.814  15.287
   7.295 100.755 100.316  22.735
   7.311 101.879 100.970  30.184
   7.326 102.908 101.764  37.632
   7.342 103.826 102.684  45.081
   7.357 104.617 103.716  52.529
   7.372 105.268 104.841  59.978
   7.387 105.767 106.042  67.426
   7.402 106.106 107.297  74.875
   7.418 106.279 108.585  82.323
   7.434 106.285 109.885  89.772
   7.449 106.121 111.175  97.220
   7.464 105.792 112.433 104.668
   7.479 105.303 113.637 112.117
   7.496 104.661 114.768 119.565
   7.510 103.879 115.806 127.014
   7.525 102.968 116.733 134.462
   7.541 101.945 117.535 141.911
   7.572 100.826 118.198 149.359
   7.604  99.631 118.710 156.808
   7.618  98.380 119.063 164.256
   7.634  97.094 119.250 171.705
   7.651  95.794 119.269 179.153
   7.666  94.503 119.120 186.601
   7.683  93.241 118.804 194.050
   7.699  92.032 118.328 201.498
   7.712  90.894 117.699 208.947
   7.727  89.848 116.927 216.395
   7.743  88.910 116.027 223.844
   7.757  88.097 115.012 231.292
   7.774  87.423 113.901 238.741
   7.789  86.898 112.712 246.189
   7.804  86.532 111.465 253.637
   7.822  86.330 110.180 261.086
   7.836  86.297 108.881 268.534
   7.851  86.432 107.588 275.983
   7.868  86.734 106.323 283.431
   7.883  87.198 105.109 290.880
   7.905  87.815 103.964 298.328
   7.914  88.575 102.910 305.777
   7.930  89.465 101.962 313.225
   7.945  90.471 101.139 320.674
   7.960  91.574 100.452 328.122
   7.975  92.758  99.914 335.570
   7.992  94.001  99.535 343.019
   8.007  95.283  99.319 350.467
   8.022  96.583  99.272 357.916
   8.037  97.877  99.394   5.364
   8.053  99.145  99.682  12.813
   8.069 100.364 100.132  20.261
   8.083 101.515 100.737  27.710
   8.100 102.578 101.485  35.158
   8.115 103.535 102.365  42.606
   8.130 104.369 103.362  50.055
   8.146 105.068 104.458  57.503
   8.163 105.618 105.636  64.952
   8.178 106.011 106.875  72.400
   8.194 106.240 108.155  79.849
   8.209 106.302 109.453  87.297
   8.224 106.194 110.749  94.746
   8.240 105.920 112.020 102.194
   8.257 105.483 113.244 109.643
   8.271 104.890 114.401 117.091
   8.287 104.153 115.472 124.539
   8.304 103.284 116.438 131.988
   8.321 102.296 117.284 139.436
   8.333 101.207 117.994 146.885
   8.348 100.036 118.557 154.333
   8.364  98.801 118.964 161.782
   8.380  97.524 119.206 169.230
   8.396  96.226 119.282 176.679
   8.410  94.929 119.188 184.127
   8.426  93.656 118.927 191.576
   8.441  92.427 118.504 199.024
   8.456  91.263 117.924 206.472
   8.471  90.184 117.199 213.921
   8.486  89.209 116.339 221.369
   8.500  88.353 115.361 228.818
   8.516  87.631 114.280 236.266
   8.531  87.055 113.114 243.715
   8.547  86.635 111.884 251.163
   8.572  86.379 110.610 258.612
   8.610  86.289 109.313 266.060
   8.625  86.369 108.015 273.508
   8.641  86.616 106.739 280.957
   8.657  87.026 105.505 288.405
   8.675  87.593 104.335 295.854
   8.686  88.307 103.249 303.302
   8.702  89.156 102.264 310.751
   8.716  90.125 101.398 318.199
   8.732  91.198 100.664 325.648
   8.747  92.357 100.076 333.096
   8.762  93.583  99.643 340.545
   8.777  94.855  99.372 347.993
   8.793  96.150  99.269 355.441
   8.809  97.449  99.335   2.890
   8.824  98.728  99.568  10.338
   8.840  99.966  99.965  17.787
   8.857 101.142 100.519  25.235
   8.872 102.236 101.221  32.684
   8.887 103.230 102.059  40.132
   8.903 104.107 103.019  47.581
   8.918 104.852 104.084  55.029
   8.938 105.452 105.237  62.478
   8.951 105.899 106.458  69.926
   8.964 106.183 107.727  77.374
   8.979 106.300 109.021  84.823
   8.996 106.249 110.320  92.271
   9.010 106.029 111.602  99.720
   9.025 105.645 112.844 107.168
   9.042 105.104 114.026 114.617
   9.056 104.414 115.127 122.065
   9.071 103.587 116.130 129.514
   9.086 102.636 117.017 136.962
   9.118 101.579 117.774 144.410
   9.134 100.433 118.387 151.859
   9.149  99.217 118.846 159.307
   9.164  97.951 119.144 166.756
   9.183  96.658 119.276 174.204
   9.195  95.358 119.238 181.653
   9.210  94.075 119.032 189.101
   9.226  92.829 118.662 196.550
   9.240  91.641 118.133 203.998
   9.256  90.532 117.455 211.447
   9.273  89.520 116.639 218.895
   9.288  88.623 115.698 226.343
   9.302  87.855 114.649 233.792
   9.317  87.229 113.510 241.240
   9.334  86.757 112.299 248.689
   9.348  86.445 111.037 256.137
   9.363  86.300 109.745 263.586
   9.380  86.324 108.445 271.034
   9.395  86.515 107.159 278.483
   9.410  86.872 105.909 285.931
   9.426  87.388 104.716 293.380
   9.441  88.054 103.599 300.828
   9.456  88.860 102.579 308.276
   9.471  89.790 101.671 315.725
   9.487  90.831 100.892 323.173
   9.504  91.964 100.254 330.622
   9.519  93.170  99.769 338.070
   9.534  94.428  99.444 345.519
   9.556  95.719  99.285 352.967
   9.570  97.019  99.294   0.416
   9.581  98.306  99.472   7.864
   9.595  99.560  99.815  15.312
   9.610 100.759 100.318  22.761
   9.625 101.882 100.972  30.209
   9.642 102.912 101.767  37.658
   9.655 103.829 102.687  45.106
   9.670 104.620 103.720  52.555
   9.685 105.270 104.845  60.003
   9.700 105.768 106.046  67.452
   9.721 106.107 107.301  74.900
   9.733 106.280 108.590  82.349
   9.748 106.284 109.890  89.797
   9.764 106.120 111.179  97.245
   9.780 105.791 112.437 104.694
   9.799 105.301 113.641 112.142
   9.812 104.659 114.771 119.591
   9.827 103.876 115.809 127.039
   9.842 102.965 116.736 134.488
   9.858 101.941 117.538 141.936
   9.874 100.822 118.200 149.385
   9.889  99.627 118.711 156.833
   9.904  98.376 119.064 164.281
   9.920  97.089 119.251 171.730
   9.935  95.789 119.269 179.178
   9.951  94.498 119.119 186.627
   9.967  93.237 118.803 194.075
   9.983  92.028 118.326 201.524
   9.998  90.891 117.696 208.972
  10.013  89.844 116.925 216.421
  10.028  88.907 116.024 223.869
  10.043  88.095 115.009 231.318
  10.059  87.421 113.897 238.766
  10.076  86.896 112.708 246.214
  10.089  86.531 111.460 253.663
  10.105  86.330 110.176 261.111
  10.120  86.297 108.876 268.560
  10.136  86.433 107.583 276.008
  10.153  86.736 106.319 283.457
  10.168  87.200 105.105 290.905
  10.190  87.817 103.961 298.354
  10.216  88.577 102.906 305.802
  10.230  89.468 101.959 313.251
  10.247  90.474 101.136 320.699
  10.262  91.578 100.450 328.147
  10.279  92.762  99.913 335.596
  10.293  94.006  99.534 343.044
  10.308  95.288  99.319 350.493
  10.324  96.587  99.272 357.941
  10.340  97.881  99.394   5.390
  10.356  99.149  99.683  12.838
  10.372 100.368 100.134  20.287
  10.387 101.519 100.739  27.735
  10.402 102.581 101.488  35.183
  10.417 103.538 102.368  42.632
  10.434 104.372 103.365  50.080
  10.448 105.070 104.462  57.529
  10.464 105.620 105.640  64.977
  10.479 106.012 106.880  72.426
  10.494 106.241 108.159  79.874
  10.510 106.302 109.458  87.323
  10.525 106.193 110.753  94.771
  10.540 105.918 112.024 102.220
  10.556 105.481 113.248 109.668
  10.571 104.888 114.405 117.116
  10.586 104.151 115.476 124.565
  10.602 103.281 116.442 132.013
  10.620 102.293 117.287 139.462
  10.632 101.203 117.996 146.910
  10.649 100.031 118.559 154.359
  10.664  98.796 118.965 161.807
  10.681  97.519 119.207 169.256
  10.695  96.221 119.282 176.704
  10.712  94.925 119.188 184.153
  10.725  93.651 118.926 191.601
  10.740  92.423 118.502 199.049
  10.756  91.259 117.922 206.498
  10.772  90.181 117.196 213.946
  10.788  89.205 116.336 221.395
  10.809  88.350 115.358 228.843
  10.834  87.628 114.276 236.292
  10.849  87.053 113.110 243.740
  10.864  86.634 111.880 251.189
  10.881  86.378 110.605 258.637
  10.896  86.289 109.308 266.085
  10.910  86.369 108.011 273.534
  10.927  86.617 106.735 280.982
  10.943  87.028 105.501 288.431
  10.959  87.595 104.332 295.879
  10.975  88.310 103.245 303.328
  10.989  89.159 102.261 310.776
  11.005  90.128 101.395 318.225
  11.021  91.202 100.662 325.673
  11.037  92.361 100.074 333.122
  11.053  93.587  99.642 340.570
  11.069  94.859  99.372 348.018
  11.085  96.155  99.269 355.467
  11.100  97.453  99.335   2.915
  11.115  98.732  99.569  10.364
  11.130  99.970  99.967  17.812
  11.145 101.145 100.521  25.261
  11.161 102.239 101.224  32.709
  11.177 103.233 102.062  40.158
  11.192 104.109 103.022  47.606
  11.208 104.854 104.088  55.055
  11.223 105.454 105.241  62.503
  11.239 105.900 106.462  69.951
  11.256 106.183 107.731  77.400
  11.271 106.300 109.026  84.848
  11.285 106.248 110.325  92.297
  11.301 106.028 111.606  99.745
  11.316 105.644 112.848 107.194
  11.331 105.102 114.029 114.642
  11.347 104.411 115.131 122.091
  11.361 103.583 116.133 129.539
  11.376 102.633 117.020 136.987
  11.391 101.575 117.776 144.436
  11.408 100.429 118.389 151.884
  11.422  99.212 118.848 159.333
  11.438  97.947 119.145 166.781
  11.453  96.653 119.276 174.230
  11.469  95.354 119.238 181.678
  11.484  94.070 119.031 189.127
  11.501  92.825 118.661 196.575
  11.516  91.637 118.131 204.024
  11.532  90.528 117.453 211.472
  11.548  89.517 116.636 218.920
  11.564  88.620 115.695 226.369
  11.580  87.852 114.646 233.817
  11.596  87.227 113.506 241.266
  11.612  86.756 112.294 248.714
  11.628  86.445 111.032 256.163
  11.642  86.300 109.740 263.611
  11.658  86.324 108.440 271.060
  11.674  86.516 107.155 278.508
  11.691  86.874 105.905 285.956
  11.706  87.390 104.712 293.405
  11.722  88.057 103.596 300.853
  11.739  88.863 102.576 308.302
  11.753  89.794 101.668 315.750
  11.768  90.835 100.890 323.199
  11.784  91.968 100.252 330.647
  11.799  93.174  99.768 338.096
  11.815  94.433  99.443 345.544
  11.831  95.723  99.284 352.993
  11.847  97.023  99.294   0.441
  11.860  98.311  99.473   7.889
  11.877  99.564  99.817  15.338
  11.909 100.763 100.320  22.786
  11.923 101.886 100.975  30.235
  11.939 102.915 101.769  37.683
  11.953 103.832 102.691  45.132
  11.969 104.622 103.723  52.580
  11.984 105.271 104.849  60.029
  12.000 105.769 106.050  67.477
  12.015 106.108 107.306  74.926
  12.030 106.280 108.594  82.374
  12.046 106.284 109.894  89.822
  12.064 106.120 111.184  97.271
  12.077 105.789 112.441 104.719
  12.093 105.299 113.645 112.168
  12.107 104.656 114.775 119.616
  12.122 103.873 115.812 127.065
  12.138 102.961 116.739 134.513
  12.153 101.937 117.540 141.962
  12.168 100.818 118.202 149.410
  12.184  99.623 118.713 156.858
  12.198  98.371 119.065 164.307
  12.215  97.085 119.251 171.755
  12.230  95.785 119.269 179.204
  12.247  94.494 119.118 186.652
  12.264  93.233 118.802 194.101
  12.278  92.024 118.324 201.549
  12.292  90.887 117.694 208.998
  12.308  89.841 116.922 216.446
  12.324  88.904 116.020 223.895
  12.341  88.092 115.005 231.343
  12.356  87.419 113.893 238.791
  12.372  86.895 112.704 246.240
  12.388  86.530 111.456 253.688
  12.403  86.329 110.171 261.137
  12.419  86.297 108.872 268.585
  12.434  86.434 107.579 276.034
  12.450  86.737 106.315 283.482
  12.464  87.201 105.101 290.931
  12.480  87.819 103.957 298.379
  12.497  88.580 102.903 305.828
  12.511  89.471 101.956 313.276
  12.528  90.478 101.133 320.724
  12.543  91.582 100.448 328.173
  12.564  92.766  99.911 335.621
  12.578  94.010  99.533 343.070
  12.591  95.292  99.318 350.518
  12.604  96.591  99.272 357.967
  12.620  97.886  99.395   5.415
  12.636  99.153  99.684  12.864
  12.651 100.372 100.136  20.312
  12.667 101.523 100.741  27.760
  12.682 102.585 101.491  35.209
  12.699 103.541 102.372  42.657
  12.714 104.375 103.369  50.106
  12.731 105.072 104.466  57.554
  12.745 105.621 105.644  65.003
  12.760 106.013 106.884  72.451
  12.775 106.241 108.164  79.900
  12.792 106.301 109.462  87.348
  12.807 106.193 110.758  94.797
  12.823 105.917 112.028 102.245
  12.840 105.479 113.252 109.693
  12.853 104.886 114.409 117.142
  12.870 104.148 115.479 124.590
  12.884 103.277 116.445 132.039
  12.900 102.289 117.289 139.487
  12.915 101.200 117.998 146.936
  12.931 100.027 118.560 154.384
  12.947  98.792 118.966 161.833
  12.961  97.515 119.208 169.281
  12.977  96.217 119.282 176.730
  12.993  94.920 119.187 184.178
  13.007  93.647 118.925 191.626
  13.023  92.418 118.500 199.075
  13.039  91.255 117.920 206.523
  13.054  90.177 117.193 213.972
  13.069  89.202 116.333 221.420
  13.084  88.347 115.354 228.869
  13.102  87.626 114.272 236.317
  13.120  87.052 113.106 243.766
  13.131  86.633 111.875 251.214
  13.148  86.377 110.601 258.662
  13.162  86.289 109.304 266.111
  13.179  86.370 108.006 273.559
  13.193  86.618 106.730 281.008
  13.209  87.030 105.497 288.456
  13.225  87.598 104.328 295.905
  13.241  88.312 103.242 303.353
  13.256  89.162 102.258 310.802
  13.271  90.132 101.392 318.250
  13.286  91.206 100.660 325.699
  13.305  92.365 100.072 333.147
  13.321  93.592  99.640 340.595
  13.334  94.863  99.371 348.044
  13.349  96.159  99.269 355.492
  13.364  97.458  99.336   2.941
  13.379  98.736  99.570  10.389
  13.394  99.974  99.968  17.838
  13.411 101.149 100.524  25.286
  13.426 102.243 101.227  32.735
  13.442 103.236 102.065  40.183
  13.456 104.112 103.026  47.631
  13.472 104.856 104.092  55.080
  13.487 105.456 105.245  62.528
  13.502 105.901 106.467  69.977
  13.517 106.184 107.735  77.425
  13.534 106.300 109.030  84.874
  13.547 106.248 110.329  92.322
